2016.06.06 14:05:53, 452.34
2016.06.06 14:03:38, 452.33
2016.06.06 11:43:55, 452.58
2016.06.06 11:38:24, 452.38
2016.06.06 11:32:15, 452.56
2016.06.06 11:27:18, 452.31
2016.06.06 11:27:16, 452.31
2016.06.06 11:17:02, 452.35
2016.06.06 11:16:18, 452.51
2016.06.06 11:14:50, 452.48
2016.06.06 11:03:05, 452.61
2016.06.06 11:01:37, 452.59
2016.06.06 10:59:10, 452.74
2016.06.06 10:56:54, 452.65
2016.06.06 10:56:47, 452.64
2016.06.06 10:54:06, 452.75
2016.06.06 10:51:17, 452.79
2016.06.06 10:40:58, 452.79
2016.06.06 10:36:23, 452.79
2016.06.06 10:31:37, 452.95
2016.06.06 10:30:01, 452.93
2016.06.06 10:30:00, 452.91
2016.06.06 08:25:43, 452.73
2016.06.06 08:01:25, 452.86
2016.06.06 08:01:18, 452.9
2016.06.06 08:01:10, 452.96
2016.06.06 08:00:40, 452.97
2016.06.06 08:00:34, 453.04
2016.06.06 08:00:26, 453
2016.06.06 08:00:19, 452.93
2016.06.06 08:00:13, 452.86
2016.06.06 07:41:07, 452.8
2016.06.06 06:55:20, 452.8
2016.06.06 06:54:57, 452.86
2016.06.06 05:30:00, 454.42
2016.06.06 00:00:05, 454.42
2016.06.06 00:00:05, 454.42
2016.06.06 09:51:22, 452.68
2016.06.06 09:50:50, 452.6
2016.06.06 09:50:22, 452.65
2016.06.06 09:48:12, 452.88
2016.06.06 09:47:41, 452.81
2016.06.06 09:46:05, 452.79
2016.06.06 09:45:31, 452.75
2016.06.06 09:44:50, 452.88
2016.06.06 09:43:49, 452.75
2016.06.06 09:42:59, 452.54
2016.06.06 09:39:12, 452.28
2016.06.06 09:35:21, 452.47
2016.06.06 09:31:13, 452.6
2016.06.06 09:30:20, 452.53
2016.06.06 09:26:06, 452.59
2016.06.06 09:25:54, 452.59
2016.06.06 09:25:48, 452.59
2016.06.06 09:18:34, 452.78
2016.06.06 08:49:27, 452.27
2016.06.06 08:44:29, 452.01
