2016.06.06 16:47:07, 452.88
2016.06.06 16:44:13, 453.34
2016.06.06 16:40:47, 453.41
2016.06.06 16:39:45, 453.67
2016.06.06 16:39:30, 453.62
2016.06.06 16:36:36, 453.82
2016.06.06 16:35:11, 453.79
2016.06.06 16:35:01, 453.74
2016.06.06 16:33:50, 453.61
2016.06.06 16:31:49, 453.67
2016.06.06 16:29:27, 453.41
2016.06.06 16:24:35, 453.43
2016.06.06 16:23:20, 453.5
2016.06.06 16:18:13, 453.43
2016.06.06 16:13:20, 453.37
2016.06.06 16:10:30, 453.66
2016.06.06 16:09:20, 453.71
2016.06.06 16:07:51, 453.83
2016.06.06 16:04:30, 453.91
2016.06.06 16:04:06, 453.65
2016.06.06 15:20:18, 452.9
2016.06.06 15:20:00, 452.91
2016.06.06 15:19:42, 452.86
2016.06.06 15:16:00, 452.77
2016.06.06 15:15:12, 452.96
2016.06.06 15:15:07, 453
2016.06.06 15:13:32, 453
2016.06.06 15:06:47, 452.74
2016.06.06 15:06:04, 452.7
2016.06.06 15:01:57, 452.51
2016.06.06 15:01:36, 452.46
2016.06.06 14:59:30, 452.52
2016.06.06 14:59:02, 452.67
2016.06.06 14:55:32, 452.41
2016.06.06 14:54:55, 452.42
2016.06.06 14:53:43, 452.58
2016.06.06 14:50:39, 452.16
2016.06.06 14:48:31, 452.16
2016.06.06 14:45:13, 452.29
2016.06.06 14:44:50, 452.23
2016.06.06 16:03:48, 453.86
2016.06.06 16:02:48, 453.86
2016.06.06 16:02:11, 453.61
2016.06.06 16:01:19, 453.54
2016.06.06 15:53:21, 453.48
2016.06.06 15:52:31, 453.35
2016.06.06 15:49:37, 453.33
2016.06.06 15:44:59, 453.4
2016.06.06 15:40:04, 453.43
2016.06.06 15:39:21, 453.5
2016.06.06 15:38:55, 453.55
2016.06.06 15:38:38, 453.53
2016.06.06 15:38:24, 453.49
2016.06.06 15:36:40, 453.35
2016.06.06 15:36:20, 453.3
2016.06.06 15:31:33, 453.23
2016.06.06 15:29:59, 452.97
2016.06.06 15:28:46, 453.06
2016.06.06 15:26:01, 453.03
2016.06.06 15:21:31, 453.09
2016.06.06 10:28:45, 452.91
2016.06.06 10:27:20, 452.83
2016.06.06 10:25:45, 452.95
2016.06.06 10:24:30, 453.03
2016.06.06 10:21:40, 453.24
2016.06.06 10:16:42, 453.08
2016.06.06 10:12:02, 452.99
2016.06.06 10:11:36, 452.97
2016.06.06 10:10:31, 452.82
2016.06.06 10:09:21, 452.79
2016.06.06 10:06:51, 452.76
2016.06.06 10:04:25, 452.86
2016.06.06 10:03:10, 452.76
2016.06.06 10:02:16, 452.66
2016.06.06 10:01:42, 452.62
2016.06.06 09:59:25, 452.72
2016.06.06 09:57:17, 452.77
2016.06.06 09:56:57, 452.79
2016.06.06 09:56:20, 452.75
2016.06.06 09:55:00, 452.72
2016.06.06 13:59:34, 452.37
2016.06.06 13:53:40, 452.63
2016.06.06 13:50:05, 452.51
2016.06.06 13:48:43, 452.5
2016.06.06 13:47:50, 452.43
2016.06.06 13:45:42, 452.41
2016.06.06 13:45:06, 452.38
2016.06.06 13:40:40, 452.31
2016.06.06 13:36:25, 452.44
2016.06.06 13:36:16, 452.46
2016.06.06 13:33:10, 452.46
2016.06.06 13:32:53, 452.38
2016.06.06 13:29:58, 452.24
2016.06.06 12:39:27, 452.24
2016.06.06 12:23:41, 452.47
2016.06.06 12:09:10, 452.67
2016.06.06 12:06:38, 452.51
2016.06.06 11:59:36, 452.67
2016.06.06 11:48:31, 452.45
2016.06.06 11:46:35, 452.51
2016.06.06 14:44:30, 452.38
2016.06.06 14:42:23, 452.18
2016.06.06 14:40:29, 451.99
2016.06.06 14:39:00, 452.07
2016.06.06 14:33:21, 452.13
2016.06.06 14:32:15, 452.13
2016.06.06 14:27:02, 452.2
2016.06.06 14:21:32, 452.13
2016.06.06 14:21:06, 452.18
2016.06.06 14:20:04, 452.14
2016.06.06 14:19:10, 452.18
2016.06.06 14:18:12, 452.05
2016.06.06 14:17:40, 452.18
2016.06.06 14:17:16, 452.22
2016.06.06 14:15:49, 452.19
2016.06.06 14:12:45, 452.13
2016.06.06 14:11:45, 452.12
2016.06.06 14:09:03, 452.08
